TranslatedRecipeName,TranslatedIngredients,TotalTimeInMins,Cuisine,TranslatedInstructions,URL,Cleaned-Ingredients,image-url,Ingredient-count
Carrot Orange Walnut Raita (Fruity Nutty Yogurt) Recipe,"1 Carrot (Gajjar) - grated,1/4 Cumin powder (Jeera) - (optional),5 to 6 Cashew nuts - chopped,200 grams Curd (Dahi / Yogurt),1 Orange - peeled and sliced,5 Walnuts - chopped,Salt - or sugar as per preference,1 pinch Raita masala - (optional)",25,Indian,"To begin making the Carrot Orange Walnut Raita, wisk the curd to a smooth texture in a mixing bowl.To this add the peeled and grated carrot.
Once it is done, add the oranges segments and chopped walnuts and cashew nuts.Mix well and add the seasonings.
If you prefer salted add 1/4 teaspoon salt, 1/4 teaspoon cumin powder, pinch of raita masala.If you prefer sweet, then add 1 teaspoon sugar and mix well.
It is ready to be served.Carrot Orange Walnut Raita can be served with lunch or dinner.
It also makes a great party food, if served along with your delicious meal.",https://www.archanaskitchen.com/carrot-orange-walnut-raita-fruity-nutty-yogurt-recipe,"cashew nuts,orange,cumin powder (jeera),carrot,curd,salt sugar per preference,raita masala,walnuts",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Arti_Gupta/Carrot_Orange_Walnut_Raita_Fruity_Nutty_Raita.jpg,8
Coffee Chocolate Truffles Recipe,"200 grams Dark chocolate,7-8 tablespoons Cocoa Powder,50 grams Butter (unsalted) - at room temperature,150 grams Heavy whipping cream,1 tablespoon Instant Coffee Powder",90,Continental,"To begin making Coffee Chocolate Truffles Recipe, take a saucepan and add the heavy cream and bring it to a boil on low heat.
Once the heavy cream has come to a boil, add the Instant Coffee Powder and mix it well.
Once coffee powder and heavy cream have combined well, turn off the flame.
Break dark chocolate in small pieces in a heatproof bowl.
Add the softened butter to this bowl.Pour the hot cream and coffee mixture to the chocolate and butter.
Let it rest for one or two minutes.
We will see that chocolate has started melting.
Stir the mixture until it forms a smooth consistency Pour the mixture in a shallow dish,cover it with a cling wrap and keep it in fridge for an hour.
After an hour take truffle mixture out of the fridge.
Scoop out some mixture using a spoon and roll them with your palm, do it quickly as if you keep rolling them, they might start melting.Toss the truffle in cocoa powder and keep aside.
Repeat the same process for the rest of the mixture.
Once done keep the Truffle in the fridge until they feel firm.Serve these Coffee Chocolate Truffles as a dessert with your continental meal of Spinach Corn Pasta In Whole Wheat White Sauce, Garlic Bread With Herb Butter and Roasted Garlic Potato Soup",https://www.archanaskitchen.com/coffee-chocolate-truffles-recipe,"heavy whipping cream,instant coffee powder,dark chocolate,cocoa powder,butter",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/pooja/Coffee_Chocolate_Truffles.jpg,5
Karnataka Style Ragi Ujju Rotti Recipe,"Salt - to taste,1 cup Water,1 teaspoon Sunflower Oil,1 cup Ragi Flour (Finger Millet/ Nagli),Rice flour - for dusting,Ghee - roasting",40,Karnataka,"To begin making the Ragi Ujju Rotti Recipe, in a medium sized vessel, bring the water to a boil in a pan with salt and oil.Lower the flame and pour ragi flour into the boiling water from a cup, pour it in the center of the boiling water.Let it get cooked on a low to medium flame untouched for 8-10 minutes without lid.Turn off the flame, take a wooden stick or a wooden spatula, run it under a tap to wet it and then mix the flour and water mixture vigorously until combined.
This step must be done quickly to avoid lumps.
This takes about 2 minutes.Cover for a couple of minutes and let it cool until you can handle the mixture.Drop it on an oiled surface and knead well after wetting the hands with water.
Moist and freshly washed hands are required since the dough is sticky.Knead for about 5-7 minutes to get rid of lumps if any and to smoothen the pre-cooked flour.Roll the mixture into a cylinder and divide them equally.
This should give you about 4 equal sized balls.Keep them covered at all times.
Knead each ball for 15-20 seconds and roll it out just like regular ujju rotis using rice flour to dust.
Just make sure you do it slow and steady since the edges might crack.Roll out all the balls and stack the roti one on top of another on a plate first and then start roasting them.
Use a little rice flour in-between each, to avoid getting stuck to one another.Heat a Tawa and cook the Ujju Roti just like a chapati by smearing oil /ghee on both sides.
Cooking will take 1-1.5 minutes on each side.Serve Karnataka Style Ragi Ujju Roti with Steamed Vegetable in Coconut and Lentil Curry or your favorite chutney like Heerekai Sippe Chutney or Kadale Chutney Recipe.",https://www.archanaskitchen.com/ragi-ujju-rotti-recipe,"salt,water,ragi flour (finger millet nagli),ghee roasting,rice flour,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Gauravi_Vinay/Ragi_Ujju_Rotti.jpg,6
Pui Shaker Chorchori Recipe - Mixed Vegetable Curry With Malabar Spinach,"1/2 teaspoon Turmeric powder (Haldi),1 cup Kaddu (Parangikai/ Pumpkin) - cut into big pieces,1 teaspoon Cumin powder (Jeera),Salt - to taste,1/2 teaspoon Panch Phoran Masala,2 tablespoons Mustard oil - or vegetable oil,1/2 cup Potato (Aloo) - cut into small pieces,3-4 cups Malabar Spinach Leaves - as well as stalks chopped into big pieces,2-3 Dry Red Chillies,1 cup Brinjal (Baingan / Eggplant) - cut into big pieces,1 teaspoon Sugar - optional,1/2 cup Mooli/ Mullangi (Radish) - cut into small pieces",25,North East India Recipes,"To begin making the Pui Shaager Chorchori Recipe, firstly we will wash the vegetables and the leaves well in water.
Keep them aside.
Heat mustard oil in a heavy bottomed pan on low heat.
Once hot, add 1/2 teaspoon of panch phoran masala, followed by red chillies.After 30 seconds, add the pieces of pumpkin, radish, potato, eggplant and saute them well.
Now add the spinach leaves to the vegetables and sprinkle some water for the vegetables to cook.You can also cook the pumpkin and potatoes in pressure cooker first for one whistle.Simultaneously, cook the rest of the vegetables in a kadai with water, add the spinach and cooked pumpkin and potato to this once done.
To this add salt, turmeric powder and cumin powder.
Cover and cook for 15 to 20 minutes till the vegetables are tender.
The vegetables should be well cooked and tender.
Stir the vegetables well and add a teaspoon of sugar (optional) and mix well.Break 2-3 whole green chillies and add to the Pui Shaager to spice up the dish a little.If the vegetable feels dry, add some water and cook.
Once done, switch off the gas and serve hot.Serve Pui Shaager Chorchori along with Bengali Style Cholar Dal and Steamed Rice for your everyday meals.
You can also serve Begun Bhaja along with this meal.",https://www.archanaskitchen.com/pui-shaager-chochhori-malabar-spinach-recipe,"salt,cumin powder (jeera),parangikai pumpkin,mustard oil vegetable oil,brinjal (baingan eggsplant),potato (aloo),sugar,malabar spinach leaves stalks,dry red chillies,panch phoran masala,turmeric powder,mooli mullangi (radish)",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2017/28-march/Pui_Shaager_Chorchori_Recipe_Malabar_Spinach_pumpkin_ridge_gourd_potato_Sabzi-3.jpg,12
Potato Pancakes Recipe,"2 cloves Garlic - minced,1/2 cup Whole Wheat Bread crumbs,1 Whole Egg - lightly beaten (or 1/4 cup yogurt),Parsley leaves - half a bunch,5-6 Potato (Aloo),1/4 cup All Purpose Flour (Maida),3-4 sprig Chives - finely chopped (or any other herb),Salt and Pepper - to taste,Lemon juice - of half a lemon,Peanut oil - for pan frying,1 Onion - thinly sliced",35,Continental,"To begin making Potato Pancakes, peel the potatoes.
Soak in water after peeling to prevent browning of the potatoes.Using a grater attachment of the food processor, shred the potatoes into a medium bowl.Add lemon juice and onions to the shredded potatoes.
Toss to coat evenly.Let this onion potato mixture sit for about 10 minutes.
Drain the potatoes and squeeze out the excess liquid.
Place the squeezed potatoes in a muslin cloth or on a metal sieve.In a large mixing bowl, combine the potato mixture, minced garlic, egg (or yogurt), flour, bread crumbs, parsley and chives.Season with salt and pepper.
Combine the ingredients to form a thick paste like mixture.
Fill the frying pan an inch deep with oil.Heat the oil over medium heat.
Take a small portion from the potato mixture and shape it into flat patties of medium thickness.Shallow fry the pancakes from both the sides until crisp and golden.
This might take about 5 to 7 minutes each side.
Drain on paper towels and similarly prepare remaining pancakes.
Serve Potato Pancakes hot along with Spicy Mexican Salsa for a delicious weekend breakfast or as a tea time snack along with masala chai.",https://www.archanaskitchen.com/potato-pancakes-recipe,"peanut oil pan,salt,chives(or other herb),eggs,potato (aloo),cloves garlic,parsley,lemon,onion,pepper,flour (maida),wheat bread crumbs",https://www.archanaskitchen.com/images/archanaskitchen/world_breakfast/Potato_Pancake_Recipe.jpg,12
Bamboo Shoot Stir Fry Recipe,"1 tablespoon Extra Virgin Olive Oil,1 cup Red Yellow and Green Bell Peppers (Capsicum) - julienned,Salt - to taste,4 Spring Onion (Bulb & Greens) - finely chopped,1-1/2 teaspoon Red Chilli flakes,2 cups Bamboo shoots - julienned,6 Button mushrooms - or cremini mushrooms",30,Asian,"To start making Bamboo Shoot Fry, Heat up a cast iron skillet on medium heat.
Add olive oil when its hot, add chopped spring onions and saute for 2 minutes.Add bamboo shoots and cook for 2 minutes.
Add chopped sweet peppers and mushrooms with required salt, cook until all the vegetables are cooked but crispy.Sprinkle chilli flakes and stir for a minute.Check salt and serve Bamboo Shoot Stir Fry Recipe with with phulka or as a side dish with rice and sambar.",https://www.archanaskitchen.com/bamboo-shoot-stir-fry-recipe,"salt,virgin olive oil,red chilli flakes,spring onion (bulb greens),red yellow green bell peppers (capsicum),bamboo shoots,button mushrooms cremini mushrooms",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/divya_shivaraman/Bamboo_Shoot_Stir_Fry.jpg,7
Udupi Style Red Parboiled Rice Sevai Recipe (Red Rice Vermicelli),"3 cups Red matta rice - parboiled,2-1/4 cups Water,1 cup Fresh coconut - grated,Salt - to taste",40,Udupi,"To begin making the Udupi Style Red Parboiled Rice Sevai Recipe, wash and soak the red parboiled rice in enough water overnight.In the morning, drain the water and grind it along with the grated coconut, salt using a mixer grinder adding water little at a time, remove it in a bowl.The dough should be tight to hold a shape.
Now, knead the dough till it soft and divide it into four equal portions.Heat water in a steamer, bring it to a rolling boil, before you proceed further to make the sevai.Grease the steamer plate with a little oil.
Place a portion of the dough in the chakli / murruku maker, to which the sevai mould is attached.Make small roundels on the steamer plate and place it inside the steamer.Let the sevai steam for 10 minutes, remove and proceed to make sevai with the remaining dough.Garnish a little grated fresh coconut on top before serving.
Serve the Udupi Style Red Parboiled Rice Sevai Recipe along with Spicy Coconut Chutney and Filter Coffee for the breakfast.",https://www.archanaskitchen.com/udupi-style-red-parboiled-rice-sevai-recipe-red-rice-vermicelli,"mattaice,salt,water,coconut",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/nithya.anantham/Udupi_Style_Red_Parboiled_Rice_Sevai_Recipe_Red_Rice_Vermicelli.jpg,4
Till Wale Aloo Recipe - Sesame Potato Sabzi,"1 teaspoon Cumin powder (Jeera),Salt - to taste,1 teaspoon Red Chilli powder,1 teaspoon Coriander Powder (Dhania),1/2 teaspoon Garam masala powder,2 tablespoons Sweet Chutney (Date & Tamarind),Coriander (Dhania) Leaves - chopped (few),1 tablespoon Ginger - paste,3 Potato (Aloo) - boiled,1 Green Chilli - chopped,1 tablespoon Sunflower Oil,1-1/12 tablespoons Sesame seeds (Til seeds)",20,Indian,"To begin making the Till Wale Aloo Recipe, heat oil in a heavy bottomed pan.
Once the oil is hot, add ginger and green chillies.
Make sure you don't burn them.
After a minute, add sesame seeds and saute for a while.
Add potatoes and toss it for about 2 minutes.After 2 minutes, add red chilli powder, cumin powder, coriander powder, garam masala and salt to taste.
Saute for 3-4 minutes on low flame.After 3 to 4 minutes, add tamarind chutney, mix it well and cook for one more minute.
Garnish with chopped coriander leaves and serve hot.Serve Till Wale Aloo along with Gujarati Dal, Roti and Kachumber Salad for a weekday meal.",https://www.archanaskitchen.com/till-wale-aloo-recipe,"salt,cumin powder (jeera),green chilli,coriander powder,coriander (dhania) leaves,potato (aloo),red chilli powder,sweet chutney (date tamarind),ginger paste,sesame seeds (til seeds),garam masala powder,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/pooja/Till_wale_aloo.jpg,12
Beetroot Loni Sponge Dosa Recipe,"3 cups Buttermilk - sour,1/2 tablespoon Green Chilli Paste,1/4 cup Butter - loni (white butter),1/4 cup Poha (Flattened rice) - (thick variety),1 teaspoon Cooking soda,5 to 7 Curry leaves,Salt - as per taste,2 cups Rice - parboiled,1 Beetroot - peeled,2 cups Idli Dosa Batter,Sesame (Gingelly) Oil - as required",40,North Indian Recipes,"To begin making the Beetroot Loni Sponge Dosa recipe, wash rice 2 to 3 times and then along with Poha soak it for overnight in sour buttermilk.Next Morning, grind the soaked Rice and Poha into a smooth consistency batter in a mixer grinder.
Add salt giving it stir and keep it aside.In a mixer grinder, add the peeled beetroot, curry leaves and blend it without water into a paste.
Take a sieve and squeeze beet juice and add it to Sponge Dosa Batter.Add green chillies to the batter and mix the batter gently.Heat up a non-stick tawa and sprinkle water to check its temperature.
If there is a sizzle then its temperature is correct.Add cooking soda in the Dosa Batter and give it a quick whips in same direction.Pour in two ladles of batter on the tawa turning the flame to low.
Add oil across the edges and cover it with a lid.Take a Loni/Butter in your hand and drop it on sponge Dosa generously.
Let the butter smear on the Dosa.
Flip it on other side to get it more crusty.Serve Beetroot Loni Sponge Dosa with Mixed Vegetable Sambar and South Indian Coconut Chutney for a delicious and healthy breakfast.",https://www.archanaskitchen.com/beetroot-loni-sponge-dosa-recipe,"idli dosa batter,salt,buttermilk sour,sesame (gingelly) oil,curry leaves,poha (flattened rice),soda,rice,beetroot,green chilli paste,butter loni (white butter)",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Megha_Joshi/How_to_make_Beetroot_Loni_Sponge_Dosa_with_Potato_PalyaBhaji_and_Coconut_Chutney.jpg,11
Sweet & Spicy Stuffed Paneer In Kofta Curry Recipe,"3 cloves Garlic,1 Mace (Javitri),1/4 teaspoon Turmeric powder (Haldi),Salt - to taste,1 Onion - roughly chopped,1/2 cup Fresh cream,1 tablespoon Honey,2 Green Chilli - finely chopped,6 Pistachios - finely chopped,1 cup Homemade tomato puree,10 Cashew nuts - soaked and grind to a smooth paste,1 tablespoon Kasuri Methi (Dried Fenugreek Leaves),6 Badam (Almond) - finely chopped,2-3 Cloves (Laung),2 teaspoons Gram flour (besan),2-3 Cardamom (Elaichi) Pods/Seeds,2 tablespoons Curd (Dahi / Yogurt),2 teaspoons Coriander Powder (Dhania),1/2 teaspoon Red Chilli powder,2 Bay leaf (tej patta),1 inch Ginger,1 Cinnamon Stick (Dalchini),6 Cashew nuts - finely chopped,1 tablespoon Raisins,1/4 teaspoon Cardamom Powder (Elaichi),1 teaspoon Sunflower Oil,200 grams Paneer (Homemade Cottage Cheese) - cut into 1-inch cubes,1 Star anise,1 teaspoon Ginger - finely chopped",40,North Indian Recipes,"To begin making Stuffed Paneer In Kofta Curry Recipe, we will begin with the stuffing for the panner.
Scoop out or cut out little paneer from the center of each cube.
You can use a melon scooper or with a small spoon.
Transfer the scooped out paneer to a bowl, crumble / grate and set aside.Heat oil in a heavy bottomed pan.
Add finely chopped green chillies and ginger, sauté until the ginger is fragrant.Add raisins and chopped nuts, sauté another 30 seconds.
Add this mixture to crumbled paneer along with, turmeric powder, besan, salt and cardamom powder.
Mix well to come.
Adjust the salt according to taste.Stuff this paneer and nut mixture in scooped out paneer cubes and press firmly.
Heat a teaspoon of oil in a pan over medium heat.
Add the stuffed paneer pieces and pan fry the paneer cubes until lightly golden on both sides.
Once done remove from the pan and keep aside.
To begin making the kofta curry, grind the onion, ginger and garlic to a smooth paste.
Keep aside.Grind the cashewnuts along with a little water and make a smooth paste.
Keep aside.
Heat oil in a pan over medium heat;  add the whole spices and saute it for a few seconds until you can smell the aromas coming through.
Add the ginger garlic and onion paste and saute for about a minute until the raw smell goes away.At this stage, add the turmeric powder, coriander powder, and red chilli powder.
Adding the condiments to the onion ginger garlic paste helps further reduce the raw smell.
Saute for a few seconds and then add the tomato puree, cashewnut puree, salt to taste and the fresh cream.
 Add a little water to adjust the consistency of the kofta gravy.
Simmer this kofta curry for 3 to 4 minutes until the flavors combine well.
Once done, turn off the heat, stir in the kasuri methi and check the salt and spices.
Adjust to suit your taste.Transfer the kofta curry to a serving bowl and when you are ready to serve, place the stuffed paneer in the curry and serve warm.
Serve your Stuffed Paneer Baskets with Punjabi Dal Tadka, Mixed Vegetable Pulao (Pilaf), Butter Garlic Naan, Kela Anar Raita for a perfect weekend dinner with family and friends.",https://www.archanaskitchen.com/sweet-spicy-stuffed-paneer-in-kofta-curry-recipe,"tomato,pistachios,cloves garlic,onion,cardamom powder (elaichi),turmeric powder,sunflower oil,paneer cubes,salt,green chilli,cardamom (elaichi) podsseeds,raisins,mace (javitri),star anise,red chilli powder,curd,kasuri methi (dried fenugreek leaves),cashew nuts,ginger,bay leaf (tej patta),gram flour (besan),badam (almond),cinnamon stick (dalchini),coriander powder,cloves (laung)",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Sadaf_Abbasi/stuffed_paneer_curry.jpg,25
"Sichuan Style Zhong Shui Jiao Recipe (Caramelized Onion, Cabbage And Peas Dumplings in Red Oil Recipe)","1/3 cup Water,1 cup All Purpose Flour (Maida),1 teaspoon Sesame seeds (Til seeds),2 sprig Spring Onion (Bulb & Greens) - chopped,1 tablespoon Soy sauce,Salt - to taste,1 Star anise,1 inch Ginger,1 teaspoon Honey,2 tablespoon Red Chilli sauce,2 inch Cinnamon Stick (Dalchini),1 tablespoon Sunflower Oil,5 tablespoon Soy sauce,1/2 cup Green peas (Matar),4 tablespoon Sesame (Gingelly) Oil,1 tablespoon Red Chilli sauce,1 cup Cabbage (Patta Gobi/ Muttaikose) - shredded,5 tablespoons Brown Sugar (Demerara Sugar)",65,Sichuan,"We begin making the Sichuan Style Zhong Shui Jiao Recipe (Caramelized Onion, Cabbage And Peas Dumplings in Red Oil Recipe) by mixing the ingredients to make a dough for the wonton wrappers in a large mixing bowl.
Add enough water to get a soft but not a sticky dough consistency.
Once done cover it with a damp cloth so that it does not become dry.The next step is to make the stuffing for the dumplings, heat a heavy bottomed shallow pan, and add oil and sauté the garlic, ginger onions, cabbage, peas and spring onions for about 10 minutes.
Cook until the cabbage is soft and crunchy.Once done add soya sauce, Sichuan chili paste, honey, salt and pepper according to your taste.
Give it a toss so that the sauces are well coated with all the vegetables.
Set it aside to cool down.Next to make the chili oil, heat a small flat bottomed pan, heat the oil and add the Sichuan chili paste and sesame seeds.
Let it cook in the oil for few minutes till the aroma comes out and keep it aside.To make the soya sauce concentration, heat a sauce pan with all the ingredients combined.
Keep the heat low and slowly let it boil and keep stirring occasionally to combine the ingredients well.
After 10 minutes switch off the heat.Now it is time to roll the wonton wrappers, divide the dough into small ball shaped balls, roll each ball on a board, the dough has to be rolled very thin making sure it does not tear.
Roll the dough into a circle shape.Once done, in a small bowl keep some water ready to bind the wonton mixture, Take a teaspoon of the filling and place it in the center of the rolled dough, dab some water on the edges of the dough.Form a taco shape and pinch at one end and seal till the middle, then join the opposite side to the middle to form a triangle shape.
Make sure all the edges are sealed properly.Heat a vegetable gas steamer by adding one cup of water below, apply some oil on the plate where the dumpling are kept, once the water starts to boil, place all the dumplings and cover them.
Let it cook for 5 minutes.Remove the dumplings after it is cooked, place it on a plate, add a teaspoon of chili oil and drizzle the concentrated soya on top and serve.Serve the Sichuan Style Zhong Shui Jiao Recipe (Caramelized Onion, Cabbage And Peas Dumplings in Red Oil Recipe) along withDinner meal.",https://www.archanaskitchen.com/sichuan-style-zhong-shui-jiao-recipe-caramelized-onion-cabbage-and-peas-dumplings-in-red-oil-recipe,"salt,ginger,star anise,spring onion (bulb greens),green peas (matar),soy sauce,sesame (gingelly) oil,water,cinnamon stick (dalchini),brown sugar (demerara sugar),flour (maida),red chilli sauce,sesame seeds (til seeds),cabbage (patta gobi muttaikose),sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2016/oct-20/Sichuan_Zhong_Shui_Jiao_Recipe_Cabbage_And_Roasted_Onion_Dumplings_in_Red_Oil_Recipe-1.jpg,15
Spicy Baby Potatoes Recipe,"1 Dry Red Chilli,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Amchur (Dry Mango Powder),1 teaspoon Cumin powder (Jeera),1 teaspoon Garam masala powder,Salt - to taste,1 teaspoon Cumin seeds (Jeera),1 teaspoon Lemon juice,1 teaspoon Coriander Powder (Dhania),1 teaspoon Red Chilli powder,1 sprig Curry leaves - optional,3 tablespoons Coriander (Dhania) Leaves - chopped,12 Baby Potatoes,Sunflower Oil - as required",40,North Indian Recipes,"To begin making the Spicy Baby Potatoes recipe, pressure cook the baby potatoes and keep aside to cool.
Peel off the skin and collect the boiled potatoes in a bowl.Heat oil in a wok/kadhai and add dry red chilies, curry leaves, cumin and let them crackle.Now add all the spices (coriander powder, red chili powder, amchur, cumin powder, garam masala powder and turmeric).
Saute it for few seconds, don't burn it.Add the baby potatoes and mix well with the spice mix.
Fry for 6-7 minutes in medium flames till everything incorporates well and the flavors gets along with the potatoes.Adjust salt as per your taste and add some lemon juice and mix again.Turn off the heat, add lot of chopped coriander and give a quick stir.
Serve Spicy Baby Potatoes along with Phulkas and Panchmel Dal for a weekday lunch or dinner.",https://www.archanaskitchen.com/spicy-baby-potatoes-recipe,"salt,cumin powder (jeera),amchur (dry mango powder),coriander (dhania) leaves,red chilli powder,dry red chilli,curry leaves,cumin seeds (jeera),lemon,baby potatoes,coriander powder,turmeric powder,garam masala powder,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Shaheen_Ali/SPICY_BABY_POTATOES.jpg,14
Barley Whole Wheat Coffee Marble Cake Recipe,"1-1/2 teaspoons Baking powder,3/4 cup Barley flour,1 cup Butter (unsalted),2 teaspoons Instant Coffee Powder - (adjust based on its strength),1 cup Caster Sugar - (adjust),1 cup Whole Wheat Flour,1 pinch Salt,4 tablespoons Lukewarm Water - (adjust),4 Whole Eggs",50,Continental,"To prepare Barley Wholewheat Coffee Marble Cake Recipe, preheat oven to 180 degree Celsius.In a large mixing bowl, beat together the sieved sugar and butter until the mixture turns pale, creamy and fluffy.
[I used an electric beater for the whole process]Add the eggs one by one and continue to beat on low speed.
Once all the eggs have been added, beat for a few seconds on medium speed till all the ingredients have been mixed well.Sift together the flours, baking powder and salt.Now add the sifted flour mixture little by little and gently fold it in using a rubber spatula to form a creamy batter.
[please note: do not use your electric beater for this process]Grease and line a cake tin.Now divide the prepared cake batter into 2 equal parts and add into 2 bowls.Mix the instant coffee powder in 2.5 tablespoons water to form a thick creamy coffee paste.Add the coffee paste into one portion of cake batter and gently fold it in till well incorporated.
[do a taste test once fully mixed and add more coffee-warm water paste if you like a stronger flavor]Add the rest of the warm water to the plain cake batter and mix well.Now you have both your cake mixes ready.Into the prepared cake tin, first add a dollop of plain cake batter.
Follow it up by a dollop of coffee flavored cake batter.
Continue this process till you have used up your entire cake batter.Tap the bottom of your cake tin on your work surface, to ensure there are no air bubbles.Take a skewer/ toothpick and swirl it around the mixture in the tin a few times to create a marbled effect.Bake the cake at 180 degree Celsius for 40 to 45 minutes or until a skewer inserted into the center comes out clean.
[oven times may vary, so be careful not to burn your cake]Turn out onto a cooling rack and leave to cool.Slice and serve Barley Whole wheat Coffee Marble Cake Recipe with a glass of milk or just as it is.
Enjoy!",https://www.archanaskitchen.com/barley-whole-wheat-coffee-marble-cake-recipe,"baking powder,wheat flour,salt,instant coffee powder ( based on its strength),water,caster sugar,barley flour,eggs,butter",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/donna_george/Barley_Wholewheat_Coffee_Marble_Cake.jpg,9
Chettinad Dry Pepper Chicken Recipe,"1/2 teaspoon Turmeric powder (Haldi),1 tablespoon Coriander Powder (Dhania),Water - as required,2 sprig Curry leaves,1 Tomato,Salt - to taste,Coriander (Dhania) Leaves - for garnish,1 teaspoon Cumin powder (Jeera) - roasted,2-1/2 tablespoon Black pepper powder,1 teaspoon Fennel Powder - roasted,500 grams Chicken - (chicken with bones gives better taste),1 tablespoon Ginger Garlic Paste,1 Onion,Sunflower Oil - as required",40,Chettinad,"To begin making the Chettinad Dry Pepper Chicken Recipe, clean the chicken thoroughly and wash it well.Place it in a bowl,  then add about 1/2 teaspoon of turmeric powder and water until chicken in fully immersed and let it sit for 10 minutes.
After 10 minutes, drain the turmeric water and marinate with little salt.
This step of washing chicken in turmeric water will reduce the smell in the chicken.Heat oil in a kadai/wok on medium flame, add finely chopped onions and sauté till onions turn soft.Once the onions are soft, add ginger garlic paste and cook till the raw smell of the paste is gone.
Add curry leaves and mix well.At this stage add finely chopped tomatoes and cook till tomatoes turn soft and mushy.
This will take about 3-4 minutes.
Now add the marinated chettinad chicken and let it cook for 3-5 minutes.
Add all the spice powders- cumin powder, fennel seeds powder, coriander powder, crushed pepper or pepper powder and salt.Mix the Chettinad Dry Pepper Chicken and cook for another 5 minutes.
Now add about 1/4 cup water.
Cover and cook till the Chettinad Dry Pepper Chicken is fully cooked and all water is evaporated.
Once done, check the salt and spices and adjust accordingly.Hot, spicy, flavourful Chettinad Dry Pepper Chicken is ready to be served.Serve Chettinad Dry Pepper Chicken Recipe with Pickled onions as an appetizer.
Or you could also serve it as a side dish to a meal along wit steamed rice and Milagu Rasam Recipe (Village Style Pepper Rasam).",https://www.archanaskitchen.com/chettinad-pepper-chicken-dry-recipe,"tomato,salt,cumin powder (jeera),coriander (dhania) leaves,water,ginger garlic paste,curry leaves,fennel powder,onion,black pepper powder,coriander powder,turmeric powder,chicken (chicken bs gives better ),sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Jyothi_Rajesh/Chettinad_Pepper_Chicken_Dry.jpg,14
Andhra Style Lettuce Pulp Recipe (Spinach Dal Recipe),"Salt - to taste,4 cloves Garlic - coarsely pound,1 cup Pearl onions (Sambar Onions),2 Green Chillies - slit,1 teaspoon Mustard seeds,1 teaspoon Sunflower Oil,2 Dry Red Chillies,1/2 cup Yellow Moong Dal (Split),1/2 cup Tamarind Water,1 cup Spinach Leaves (Palak) - Washed and chopped,1 teaspoon Turmeric powder (Haldi),1 sprig Curry leaves,1/2 cup Arhar dal (Split Toor Dal)",30,Andhra,"To begin making the Andhra Style Palakura Pappu, add Arhar dal/toor dal into a pressure cooker with 2 cups water and pressure cook for about 3 whistles.Switch off the heat and allow it release the pressure by itself.Once the pressure is released, open the lid and give it a stir.Place the pressure cooker on low heat and add the tamarind water.
In the meanwhile, heat a small kadai with 1 teaspoon oil.
Once the oil is hot, add mustard seeds and allow it splutter.
Add curry leaves and leave it to crackle.
Next add dry red chilies and garlic, saute for few seconds and turn off the flame.
Pour this tempering over the Palakura Pappu and stir well.
Serve Andhra Style Palakura Pappu with Phulka or hot steamed rice with a dollop of ghee over it, and Aloo Bhindi Ki Sabzi Recipe to enjoy your lunch.
",https://www.archanaskitchen.com/andhra-style-palak-kura-pappu-recipe-spinach-dal-recipe,"salt,yellow moong dal (split),arhar dal (split toor dal),tamarind water,mustard seeds,spinach leaves (palak) ed,pearl onion (sambar onion),curry leaves,dry red chillies,cloves garlic pound,turmeric powder,green chillies,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Andhra_Style_Palak_Kura_Pappu_Recipe_Spinach_Dal_Recipe.jpg,13
